"","Month_Yr","SUBURB","n"
"10922","2020-11","WATSONIA",11
"10923","2020-11","WATSONIA NORTH",2
"10924","2020-11","WATTLE GLEN",3
"10925","2020-11","WEIR VIEWS",5
"10926","2020-11","WERRIBEE",74
"10927","2020-11","WERRIBEE SOUTH",1
"10928","2020-11","WEST FOOTSCRAY",25
"10929","2020-11","WEST MELBOURNE",13
"10930","2020-11","WESTMEADOWS",13
"10931","2020-11","WHEELERS HILL",15
"10932","2020-11","WHITTLESEA",22
"10933","2020-11","WILLIAMS LANDING",5
"10934","2020-11","WILLIAMSTOWN",23
"10935","2020-11","WILLIAMSTOWN NORTH",1
"10936","2020-11","WINDSOR",9
"10937","2020-11","WOLLERT",57
"10938","2020-11","WONGA PARK",3
"10939","2020-11","WOORI YALLOCK",5
"10940","2020-11","WYNDHAM VALE",30
"10941","2020-11","YALLAMBIE",4
"10942","2020-11","YARRA GLEN",5
"10943","2020-11","YARRA JUNCTION",4
"10944","2020-11","YARRAMBAT",2
"10945","2020-11","YARRAVILLE",28
"10946","2020-11","YELLINGBO",1
"10947","2020-12","ABBOTSFORD",19
"10948","2020-12","ABERFELDIE",2
"10949","2020-12","AINTREE",11
"10950","2020-12","AIRPORT WEST",19
"10951","2020-12","ALBANVALE",8
"10952","2020-12","ALBERT PARK",5
"10953","2020-12","ALBION",6
"10954","2020-12","ALPHINGTON",6
"10955","2020-12","ALTONA",24
"10956","2020-12","ALTONA MEADOWS",21
"10957","2020-12","ALTONA NORTH",24
"10958","2020-12","ARDEER",9
"10959","2020-12","ARMADALE",11
"10960","2020-12","ARTHURS SEAT",2
"10961","2020-12","ASCOT VALE",20
"10962","2020-12","ASHBURTON",9
"10963","2020-12","ASHWOOD",8
"10964","2020-12","ASPENDALE",12
"10965","2020-12","ASPENDALE GARDENS",2
"10966","2020-12","ATTWOOD",3
"10967","2020-12","AVONDALE HEIGHTS",11
"10968","2020-12","AVONSLEIGH",4
"10969","2020-12","BADGER CREEK",1
"10970","2020-12","BALACLAVA",9
"10971","2020-12","BALNARRING",3
"10972","2020-12","BALNARRING BEACH",2
"10973","2020-12","BALWYN",9
"10974","2020-12","BALWYN NORTH",20
"10975","2020-12","BAXTER",4
"10976","2020-12","BAYSWATER",27
"10977","2020-12","BAYSWATER NORTH",16
"10978","2020-12","BEACONSFIELD",16
"10979","2020-12","BEACONSFIELD UPPER",2
"10980","2020-12","BEAUMARIS",21
"10981","2020-12","BELGRAVE",10
"10982","2020-12","BELGRAVE SOUTH",1
"10983","2020-12","BELLFIELD",3
"10984","2020-12","BEND OF ISLANDS",1
"10985","2020-12","BENTLEIGH",26
"10986","2020-12","BENTLEIGH EAST",44
"10987","2020-12","BERWICK",70
"10988","2020-12","BIG PATS CREEK",1
"10989","2020-12","BITTERN",12
"10990","2020-12","BLACK ROCK",6
"10991","2020-12","BLACKBURN",25
"10992","2020-12","BLACKBURN NORTH",9
"10993","2020-12","BLACKBURN SOUTH",12
"10994","2020-12","BLAIRGOWRIE",19
"10995","2020-12","BLIND BIGHT",3
"10996","2020-12","BONBEACH",11
"10997","2020-12","BORONIA",41
"10998","2020-12","BOTANIC RIDGE",9
"10999","2020-12","BOX HILL",19
"11000","2020-12","BOX HILL NORTH",23
"11001","2020-12","BOX HILL SOUTH",19
"11002","2020-12","BRAYBROOK",12
"11003","2020-12","BRIAR HILL",9
"11004","2020-12","BRIGHTON",23
"11005","2020-12","BRIGHTON EAST",19
"11006","2020-12","BROADMEADOWS",13
"11007","2020-12","BROOKFIELD",11
"11008","2020-12","BROOKLYN",5
"11009","2020-12","BRUNSWICK",44
"11010","2020-12","BRUNSWICK EAST",25
"11011","2020-12","BRUNSWICK WEST",18
"11012","2020-12","BULLEEN",8
"11013","2020-12","BUNDOORA",45
"11014","2020-12","BUNYIP",4
"11015","2020-12","BURNSIDE",3
"11016","2020-12","BURNSIDE HEIGHTS",10
"11017","2020-12","BURWOOD",25
"11018","2020-12","BURWOOD EAST",13
"11019","2020-12","CAIRNLEA",8
"11020","2020-12","CAMBERWELL",23
"11021","2020-12","CAMPBELLFIELD",1
"11022","2020-12","CANTERBURY",3
"11023","2020-12","CAPE SCHANCK",1
"11024","2020-12","CAPEL SOUND",14
"11025","2020-12","CARDINIA",1
"11026","2020-12","CARLTON",19
"11027","2020-12","CARLTON NORTH",10
"11028","2020-12","CARNEGIE",31
"11029","2020-12","CAROLINE SPRINGS",24
"11030","2020-12","CARRUM",13
"11031","2020-12","CARRUM DOWNS",45
"11032","2020-12","CAULFIELD",3
"11033","2020-12","CAULFIELD EAST",1
"11034","2020-12","CAULFIELD NORTH",18
"11035","2020-12","CAULFIELD SOUTH",13
"11036","2020-12","CHADSTONE",11
"11037","2020-12","CHELSEA",22
"11038","2020-12","CHELSEA HEIGHTS",7
"11039","2020-12","CHELTENHAM",36
"11040","2020-12","CHIRNSIDE PARK",13
"11041","2020-12","CLARINDA",3
"11042","2020-12","CLAYTON",21
"11043","2020-12","CLAYTON SOUTH",15
"11044","2020-12","CLEMATIS",2
"11045","2020-12","CLIFTON HILL",7
"11046","2020-12","CLYDE",21
"11047","2020-12","CLYDE NORTH",43
"11048","2020-12","COBBLEBANK",6
"11049","2020-12","COBURG",41
"11050","2020-12","COBURG NORTH",12
"11051","2020-12","COCKATOO",6
"11052","2020-12","COLDSTREAM",2
"11053","2020-12","COLLINGWOOD",12
"11054","2020-12","COOLAROO",4
"11055","2020-12","COTTLES BRIDGE",1
"11056","2020-12","CRAIGIEBURN",110
"11057","2020-12","CRANBOURNE",33
"11058","2020-12","CRANBOURNE EAST",30
"11059","2020-12","CRANBOURNE NORTH",34
"11060","2020-12","CRANBOURNE SOUTH",5
"11061","2020-12","CRANBOURNE WEST",27
"11062","2020-12","CRIB POINT",4
"11063","2020-12","CROYDON",50
"11064","2020-12","CROYDON HILLS",6
"11065","2020-12","CROYDON NORTH",16
"11066","2020-12","CROYDON SOUTH",6
"11067","2020-12","DALLAS",5
"11068","2020-12","DANDENONG",35
"11069","2020-12","DANDENONG NORTH",29
"11070","2020-12","DEANSIDE",2
"11071","2020-12","DEER PARK",18
"11072","2020-12","DELAHEY",12
"11073","2020-12","DERRIMUT",4
"11074","2020-12","DIAMOND CREEK",20
"11075","2020-12","DIGGERS REST",16
"11076","2020-12","DINGLEY VILLAGE",12
"11077","2020-12","DOCKLANDS",28
"11078","2020-12","DONCASTER",35
"11079","2020-12","DONCASTER EAST",47
"11080","2020-12","DONNYBROOK",5
"11081","2020-12","DONVALE",17
"11082","2020-12","DOREEN",30
"11083","2020-12","DOVETON",16
"11084","2020-12","DROMANA",16
"11085","2020-12","EAGLEMONT",3
"11086","2020-12","EAST MELBOURNE",8
"11087","2020-12","EDEN PARK",4
"11088","2020-12","EDITHVALE",15
"11089","2020-12","ELSTERNWICK",16
"11090","2020-12","ELTHAM",34
"11091","2020-12","ELTHAM NORTH",8
"11092","2020-12","ELWOOD",28
"11093","2020-12","EMERALD",9
"11094","2020-12","ENDEAVOUR HILLS",27
"11095","2020-12","EPPING",32
"11096","2020-12","ESSENDON",37
"11097","2020-12","ESSENDON NORTH",6
"11098","2020-12","ESSENDON WEST",1
"11099","2020-12","EUMEMMERRING",3
"11100","2020-12","EYNESBURY",1
"11101","2020-12","FAIRFIELD",5
"11102","2020-12","FAWKNER",13
"11103","2020-12","FERNTREE GULLY",42
"11104","2020-12","FERNY CREEK",1
"11105","2020-12","FINGAL",4
"11106","2020-12","FITZROY",20
"11107","2020-12","FITZROY NORTH",18
"11108","2020-12","FLEMINGTON",14
"11109","2020-12","FLINDERS",1
"11110","2020-12","FOOTSCRAY",39
"11111","2020-12","FOREST HILL",21
"11112","2020-12","FRANKSTON",87
"11113","2020-12","FRANKSTON NORTH",16
"11114","2020-12","FRANKSTON SOUTH",42
"11115","2020-12","FRASER RISE",16
"11116","2020-12","GARFIELD",3
"11117","2020-12","GARFIELD NORTH",2
"11118","2020-12","GEMBROOK",4
"11119","2020-12","GLADSTONE PARK",8
"11120","2020-12","GLEN HUNTLY",8
"11121","2020-12","GLEN IRIS",28
"11122","2020-12","GLEN WAVERLEY",37
"11123","2020-12","GLENROY",41
"11124","2020-12","GOWANBRAE",3
"11125","2020-12","GREENSBOROUGH",34
"11126","2020-12","GREENVALE",33
"11127","2020-12","GUYS HILL",1
"11128","2020-12","HADFIELD",10
"11129","2020-12","HALLAM",11
"11130","2020-12","HAMPTON",22
"11131","2020-12","HAMPTON EAST",11
"11132","2020-12","HAMPTON PARK",38
"11133","2020-12","HARKAWAY",2
"11134","2020-12","HARKNESS",10
"11135","2020-12","HASTINGS",17
"11136","2020-12","HAWTHORN",19
"11137","2020-12","HAWTHORN EAST",25
"11138","2020-12","HEALESVILLE",11
"11139","2020-12","HEATHERTON",6
"11140","2020-12","HEATHMONT",6
"11141","2020-12","HEIDELBERG",13
"11142","2020-12","HEIDELBERG HEIGHTS",20
"11143","2020-12","HEIDELBERG WEST",15
"11144","2020-12","HIGHETT",21
"11145","2020-12","HILLSIDE",20
"11146","2020-12","HODDLES CREEK",1
"11147","2020-12","HOPPERS CROSSING",37
"11148","2020-12","HUGHESDALE",8
"11149","2020-12","HUNTINGDALE",1
"11150","2020-12","HURSTBRIDGE",2
"11151","2020-12","IONA",1
"11152","2020-12","IVANHOE",17
"11153","2020-12","IVANHOE EAST",4
"11154","2020-12","JACANA",2
"11155","2020-12","JUNCTION VILLAGE",1
"11156","2020-12","KALKALLO",15
"11157","2020-12","KALLISTA",1
"11158","2020-12","KALORAMA",4
"11159","2020-12","KANGAROO GROUND",3
"11160","2020-12","KEALBA",2
"11161","2020-12","KEILOR",5
"11162","2020-12","KEILOR DOWNS",8
"11163","2020-12","KEILOR EAST",23
"11164","2020-12","KEILOR LODGE",1
"11165","2020-12","KEILOR PARK",3
"11166","2020-12","KENSINGTON",19
"11167","2020-12","KEW",29
"11168","2020-12","KEW EAST",6
"11169","2020-12","KEYSBOROUGH",31
"11170","2020-12","KILSYTH",20
"11171","2020-12","KILSYTH SOUTH",1
"11172","2020-12","KINGS PARK",5
"11173","2020-12","KINGSBURY",4
"11174","2020-12","KINGSVILLE",9
"11175","2020-12","KNOXFIELD",14
"11176","2020-12","KOO WEE RUP",8
"11177","2020-12","KOOYONG",2
"11178","2020-12","KURUNJANG",12
"11179","2020-12","LALOR",26
"11180","2020-12","LANG LANG",3
"11181","2020-12","LANGWARRIN",48
"11182","2020-12","LANGWARRIN SOUTH",2
"11183","2020-12","LAUNCHING PLACE",7
"11184","2020-12","LAVERTON",11
"11185","2020-12","LILYDALE",28
"11186","2020-12","LOWER PLENTY",5
"11187","2020-12","LYNBROOK",10
"11188","2020-12","LYNDHURST",16
"11189","2020-12","LYSTERFIELD",1
"11190","2020-12","LYSTERFIELD SOUTH",1
"11191","2020-12","MACCLESFIELD",1
"11192","2020-12","MACLEOD",16
"11193","2020-12","MAIDSTONE",22
"11194","2020-12","MALVERN",11
"11195","2020-12","MALVERN EAST",17
"11196","2020-12","MANOR LAKES",17
"11197","2020-12","MARIBYRNONG",18
"11198","2020-12","MARYKNOLL",1
"11199","2020-12","MCCRAE",14
"11200","2020-12","MCKINNON",5
"11201","2020-12","MEADOW HEIGHTS",13
"11202","2020-12","MELBOURNE",45
"11203","2020-12","MELTON",17
"11204","2020-12","MELTON SOUTH",27
"11205","2020-12","MELTON WEST",5
"11206","2020-12","MENTONE",31
"11207","2020-12","MERNDA",42
"11208","2020-12","MERRICKS BEACH",2
"11209","2020-12","MERRICKS NORTH",1
"11210","2020-12","MICKLEHAM",46
"11211","2020-12","MIDDLE PARK",7
"11212","2020-12","MILL PARK",30
"11213","2020-12","MILLGROVE",1
"11214","2020-12","MITCHAM",28
"11215","2020-12","MONBULK",3
"11216","2020-12","MONT ALBERT",5
"11217","2020-12","MONT ALBERT NORTH",10
"11218","2020-12","MONTMORENCY",21
"11219","2020-12","MONTROSE",8
"11220","2020-12","MOONEE PONDS",23
"11221","2020-12","MOORABBIN",8
"11222","2020-12","MOOROOLBARK",35
"11223","2020-12","MORDIALLOC",17
"11224","2020-12","MORNINGTON",48
"11225","2020-12","MOUNT DANDENONG",4
"11226","2020-12","MOUNT ELIZA",30
"11227","2020-12","MOUNT EVELYN",8
"11228","2020-12","MOUNT MARTHA",40
"11229","2020-12","MOUNT WAVERLEY",53
"11230","2020-12","MULGRAVE",29
"11231","2020-12","MURRUMBEENA",16
"11232","2020-12","NAR NAR GOON",1
"11233","2020-12","NARRE WARREN",32
"11234","2020-12","NARRE WARREN NORTH",8
"11235","2020-12","NARRE WARREN SOUTH",30
"11236","2020-12","NEWPORT",21
"11237","2020-12","NIDDRIE",18
"11238","2020-12","NOBLE PARK",53
"11239","2020-12","NOBLE PARK NORTH",9
"11240","2020-12","NORTH MELBOURNE",24
"11241","2020-12","NORTH WARRANDYTE",6
"11242","2020-12","NORTHCOTE",59
"11243","2020-12","NOTTING HILL",2
"11244","2020-12","NUNAWADING",20
"11245","2020-12","OAK PARK",14
"11246","2020-12","OAKLEIGH",10
"11247","2020-12","OAKLEIGH EAST",13
"11248","2020-12","OAKLEIGH SOUTH",7
"11249","2020-12","OFFICER",61
"11250","2020-12","OFFICER SOUTH",4
"11251","2020-12","OLINDA",4
"11252","2020-12","ORMOND",3
"11253","2020-12","PAKENHAM",100
"11254","2020-12","PAKENHAM UPPER",3
"11255","2020-12","PANTON HILL",1
"11256","2020-12","PARK ORCHARDS",7
"11257","2020-12","PARKDALE",14
"11258","2020-12","PARKVILLE",8
"11259","2020-12","PASCOE VALE",22
"11260","2020-12","PASCOE VALE SOUTH",18
"11261","2020-12","PATTERSON LAKES",16
"11262","2020-12","PEARCEDALE",1
"11263","2020-12","PLENTY",1
"11264","2020-12","PLUMPTON",4
"11265","2020-12","POINT COOK",90
"11266","2020-12","PORT MELBOURNE",30
"11267","2020-12","PORTSEA",1
"11268","2020-12","PRAHRAN",28
"11269","2020-12","PRESTON",53
"11270","2020-12","RED HILL",2
"11271","2020-12","RESEARCH",2
"11272","2020-12","RESERVOIR",83
"11273","2020-12","RICHMOND",69
"11274","2020-12","RINGWOOD",38
"11275","2020-12","RINGWOOD EAST",14
"11276","2020-12","RINGWOOD NORTH",8
"11277","2020-12","RIPPONLEA",4
"11278","2020-12","ROCKBANK",5
"11279","2020-12","ROSANNA",14
"11280","2020-12","ROSEBUD",47
"11281","2020-12","ROWVILLE",26
"11282","2020-12","ROXBURGH PARK",23
"11283","2020-12","RYE",49
"11284","2020-12","SAFETY BEACH",21
"11285","2020-12","SANDHURST",7
"11286","2020-12","SANDRINGHAM",22
"11287","2020-12","SASSAFRAS",1
"11288","2020-12","SCORESBY",1
"11289","2020-12","SEABROOK",3
"11290","2020-12","SEAFORD",33
"11291","2020-12","SEAHOLME",3
"11292","2020-12","SEDDON",14
"11293","2020-12","SELBY",2
"11294","2020-12","SEVILLE",1
"11295","2020-12","SEVILLE EAST",1
"11296","2020-12","SHERBROOKE",1
"11297","2020-12","SILVAN",1
"11298","2020-12","SKYE",8
"11299","2020-12","SOMERVILLE",18
"11300","2020-12","SORRENTO",8
"11301","2020-12","SOUTH KINGSVILLE",6
"11302","2020-12","SOUTH MELBOURNE",20
"11303","2020-12","SOUTH MORANG",25
"11304","2020-12","SOUTH YARRA",50
"11305","2020-12","SOUTHBANK",43
"11306","2020-12","SPOTSWOOD",2
"11307","2020-12","SPRINGVALE",23
"11308","2020-12","SPRINGVALE SOUTH",4
"11309","2020-12","ST ALBANS",45
"11310","2020-12","ST ANDREWS",1
"11311","2020-12","ST ANDREWS BEACH",2
"11312","2020-12","ST HELENA",5
"11313","2020-12","ST KILDA",51
"11314","2020-12","ST KILDA EAST",18
"11315","2020-12","ST KILDA WEST",5
"11316","2020-12","STEELS CREEK",1
"11317","2020-12","STRATHMORE",12
"11318","2020-12","STRATHMORE HEIGHTS",1
"11319","2020-12","STRATHTULLOH",2
"11320","2020-12","SUNBURY",66
"11321","2020-12","SUNSHINE",20
"11322","2020-12","SUNSHINE NORTH",19
"11323","2020-12","SUNSHINE WEST",27
"11324","2020-12","SURREY HILLS",16
"11325","2020-12","SYDENHAM",12
"11326","2020-12","TARNEIT",62
"11327","2020-12","TAYLORS HILL",12
"11328","2020-12","TAYLORS LAKES",15
"11329","2020-12","TECOMA",1
"11330","2020-12","TEMPLESTOWE",19
"11331","2020-12","TEMPLESTOWE LOWER",25
"11332","2020-12","THE BASIN",4
"11333","2020-12","THE PATCH",4
"11334","2020-12","THOMASTOWN",22
"11335","2020-12","THORNBURY",30
"11336","2020-12","THORNHILL PARK",12
"11337","2020-12","THREE BRIDGES",2
"11338","2020-12","TOOLANGI",1
"11339","2020-12","TOORADIN",2
"11340","2020-12","TOORAK",12
"11341","2020-12","TOOTGAROOK",9
"11342","2020-12","TRAVANCORE",5
"11343","2020-12","TRUGANINA",39
"11344","2020-12","TULLAMARINE",18
"11345","2020-12","TYABB",6
"11346","2020-12","TYNONG",1
"11347","2020-12","TYNONG NORTH",1
"11348","2020-12","UPPER FERNTREE GULLY",3
"11349","2020-12","UPWEY",4
"11350","2020-12","VERMONT",14
"11351","2020-12","VERMONT SOUTH",14
"11352","2020-12","VIEWBANK",9
"11353","2020-12","WANDIN NORTH",7
"11354","2020-12","WANTIRNA",17
"11355","2020-12","WANTIRNA SOUTH",17
"11356","2020-12","WARBURTON",9
"11357","2020-12","WARNEET",2
"11358","2020-12","WARRANDYTE",7
"11359","2020-12","WARRANDYTE SOUTH",1
"11360","2020-12","WARRANWOOD",8
"11361","2020-12","WATSONIA",9
"11362","2020-12","WATSONIA NORTH",4
"11363","2020-12","WATTLE GLEN",3
"11364","2020-12","WEIR VIEWS",7
"11365","2020-12","WERRIBEE",72
"11366","2020-12","WERRIBEE SOUTH",1
"11367","2020-12","WESBURN",3
"11368","2020-12","WEST FOOTSCRAY",19
"11369","2020-12","WEST MELBOURNE",10
"11370","2020-12","WESTMEADOWS",14
"11371","2020-12","WHEELERS HILL",17
"11372","2020-12","WHITTLESEA",12
"11373","2020-12","WILLIAMS LANDING",8
"11374","2020-12","WILLIAMSTOWN",21
"11375","2020-12","WINDSOR",10
"11376","2020-12","WOLLERT",67
"11377","2020-12","WONGA PARK",4
"11378","2020-12","WOORI YALLOCK",5
"11379","2020-12","WYNDHAM VALE",31
"11380","2020-12","YALLAMBIE",2
"11381","2020-12","YAN YEAN",1
"11382","2020-12","YARRA GLEN",5
"11383","2020-12","YARRA JUNCTION",3
"11384","2020-12","YARRAMBAT",1
"11385","2020-12","YARRAVILLE",32
"11386","2021-01","ABBOTSFORD",9
"11387","2021-01","AINTREE",14
"11388","2021-01","AIRPORT WEST",5
"11389","2021-01","ALBANVALE",2
"11390","2021-01","ALBERT PARK",2
"11391","2021-01","ALBION",5
"11392","2021-01","ALPHINGTON",2
"11393","2021-01","ALTONA",14
"11394","2021-01","ALTONA MEADOWS",15
"11395","2021-01","ALTONA NORTH",9
"11396","2021-01","ARDEER",6
"11397","2021-01","ARMADALE",6
"11398","2021-01","ASCOT VALE",14
"11399","2021-01","ASHBURTON",2
"11400","2021-01","ASHWOOD",7
"11401","2021-01","ASPENDALE",9
"11402","2021-01","ASPENDALE GARDENS",2
"11403","2021-01","ATTWOOD",2
"11404","2021-01","AVONDALE HEIGHTS",12
"11405","2021-01","AVONSLEIGH",2
"11406","2021-01","BADGER CREEK",2
"11407","2021-01","BALACLAVA",1
"11408","2021-01","BALNARRING",7
"11409","2021-01","BALNARRING BEACH",1
"11410","2021-01","BALWYN",6
"11411","2021-01","BALWYN NORTH",15
"11412","2021-01","BAYSWATER",13
"11413","2021-01","BAYSWATER NORTH",9
"11414","2021-01","BEACONSFIELD",12
"11415","2021-01","BEAUMARIS",7
"11416","2021-01","BELGRAVE",1
"11417","2021-01","BELGRAVE HEIGHTS",2
"11418","2021-01","BELGRAVE SOUTH",2
"11419","2021-01","BELLFIELD",2
"11420","2021-01","BEND OF ISLANDS",1
"11421","2021-01","BENTLEIGH",11
"11422","2021-01","BENTLEIGH EAST",20
"11423","2021-01","BERWICK",64
"11424","2021-01","BITTERN",6
"11425","2021-01","BLACK ROCK",7
"11426","2021-01","BLACKBURN",6
"11427","2021-01","BLACKBURN NORTH",4
"11428","2021-01","BLACKBURN SOUTH",4
"11429","2021-01","BLAIRGOWRIE",7
"11430","2021-01","BLIND BIGHT",1
"11431","2021-01","BONBEACH",11
"11432","2021-01","BONNIE BROOK",1
"11433","2021-01","BORONIA",27
"11434","2021-01","BOTANIC RIDGE",5
"11435","2021-01","BOX HILL",14
"11436","2021-01","BOX HILL NORTH",5
"11437","2021-01","BOX HILL SOUTH",7
"11438","2021-01","BRAYBROOK",10
"11439","2021-01","BRIAR HILL",2
"11440","2021-01","BRIGHTON",6
"11441","2021-01","BRIGHTON EAST",6
"11442","2021-01","BROADMEADOWS",15
"11443","2021-01","BROOKFIELD",9
"11444","2021-01","BROOKLYN",5
"11445","2021-01","BRUNSWICK",18
"11446","2021-01","BRUNSWICK EAST",11
"11447","2021-01","BRUNSWICK WEST",9
"11448","2021-01","BULLEEN",11
"11449","2021-01","BUNDOORA",18
"11450","2021-01","BUNYIP",1
"11451","2021-01","BURNLEY",1
"11452","2021-01","BURNSIDE",1
"11453","2021-01","BURNSIDE HEIGHTS",2
"11454","2021-01","BURWOOD",10
"11455","2021-01","BURWOOD EAST",3
"11456","2021-01","CAIRNLEA",6
"11457","2021-01","CAMBERWELL",7
"11458","2021-01","CAMPBELLFIELD",3
"11459","2021-01","CANNONS CREEK",1
"11460","2021-01","CANTERBURY",4
"11461","2021-01","CAPE SCHANCK",1
"11462","2021-01","CAPEL SOUND",9
"11463","2021-01","CARLTON",6
"11464","2021-01","CARLTON NORTH",3
"11465","2021-01","CARNEGIE",12
"11466","2021-01","CAROLINE SPRINGS",22
"11467","2021-01","CARRUM",4
"11468","2021-01","CARRUM DOWNS",46
"11469","2021-01","CAULFIELD",6
"11470","2021-01","CAULFIELD NORTH",6
"11471","2021-01","CAULFIELD SOUTH",7
"11472","2021-01","CHADSTONE",7
"11473","2021-01","CHELSEA",12
"11474","2021-01","CHELSEA HEIGHTS",3
"11475","2021-01","CHELTENHAM",16
"11476","2021-01","CHIRNSIDE PARK",14
"11477","2021-01","CLARINDA",3
"11478","2021-01","CLAYTON",18
"11479","2021-01","CLAYTON SOUTH",10
"11480","2021-01","CLEMATIS",1
"11481","2021-01","CLIFTON HILL",1
"11482","2021-01","CLYDE",14
"11483","2021-01","CLYDE NORTH",33
"11484","2021-01","COBBLEBANK",5
"11485","2021-01","COBURG",18
"11486","2021-01","COBURG NORTH",2
"11487","2021-01","COCKATOO",3
"11488","2021-01","COLDSTREAM",4
"11489","2021-01","COLLINGWOOD",6
"11490","2021-01","COOLAROO",1
"11491","2021-01","CRAIGIEBURN",70
"11492","2021-01","CRANBOURNE",29
"11493","2021-01","CRANBOURNE EAST",21
"11494","2021-01","CRANBOURNE NORTH",33
"11495","2021-01","CRANBOURNE SOUTH",3
"11496","2021-01","CRANBOURNE WEST",31
"11497","2021-01","CRIB POINT",4
"11498","2021-01","CROYDON",37
"11499","2021-01","CROYDON HILLS",2
"11500","2021-01","CROYDON NORTH",8
"11501","2021-01","CROYDON SOUTH",2
"11502","2021-01","DALLAS",7
"11503","2021-01","DANDENONG",28
"11504","2021-01","DANDENONG NORTH",17
"11505","2021-01","DEANSIDE",2
"11506","2021-01","DEER PARK",20
"11507","2021-01","DELAHEY",8
"11508","2021-01","DERRIMUT",6
"11509","2021-01","DEVON MEADOWS",1
"11510","2021-01","DIAMOND CREEK",5
"11511","2021-01","DIGGERS REST",3
"11512","2021-01","DINGLEY VILLAGE",4
"11513","2021-01","DOCKLANDS",19
"11514","2021-01","DON VALLEY",1
"11515","2021-01","DONCASTER",10
"11516","2021-01","DONCASTER EAST",12
"11517","2021-01","DONNYBROOK",8
"11518","2021-01","DONVALE",8
"11519","2021-01","DOREEN",25
"11520","2021-01","DOVETON",12
"11521","2021-01","DROMANA",16
"11522","2021-01","EAST MELBOURNE",6
"11523","2021-01","EAST WARBURTON",1
"11524","2021-01","EDITHVALE",11
"11525","2021-01","ELSTERNWICK",5
"11526","2021-01","ELTHAM",11
"11527","2021-01","ELTHAM NORTH",4
"11528","2021-01","ELWOOD",14
"11529","2021-01","EMERALD",4
"11530","2021-01","ENDEAVOUR HILLS",15
"11531","2021-01","EPPING",18
"11532","2021-01","ESSENDON",12
"11533","2021-01","ESSENDON NORTH",3
"11534","2021-01","EYNESBURY",4
"11535","2021-01","FAIRFIELD",2
"11536","2021-01","FAWKNER",12
"11537","2021-01","FERNTREE GULLY",18
"11538","2021-01","FERNY CREEK",2
"11539","2021-01","FINGAL",2
"11540","2021-01","FITZROY",6
"11541","2021-01","FITZROY NORTH",3
"11542","2021-01","FLEMINGTON",2
"11543","2021-01","FOOTSCRAY",13
"11544","2021-01","FOREST HILL",6
"11545","2021-01","FRANKSTON",57
"11546","2021-01","FRANKSTON NORTH",7
"11547","2021-01","FRANKSTON SOUTH",32
"11548","2021-01","FRASER RISE",17
"11549","2021-01","GARFIELD",6
"11550","2021-01","GEMBROOK",1
"11551","2021-01","GLADSTONE PARK",3
"11552","2021-01","GLEN HUNTLY",1
"11553","2021-01","GLEN IRIS",8
"11554","2021-01","GLEN WAVERLEY",18
"11555","2021-01","GLENROY",23
"11556","2021-01","GOWANBRAE",1
"11557","2021-01","GREENSBOROUGH",11
"11558","2021-01","GREENVALE",9
"11559","2021-01","HADFIELD",10
"11560","2021-01","HALLAM",7
"11561","2021-01","HAMPTON",3
"11562","2021-01","HAMPTON EAST",4
"11563","2021-01","HAMPTON PARK",25
"11564","2021-01","HARKAWAY",1
"11565","2021-01","HARKNESS",20
"11566","2021-01","HASTINGS",17
"11567","2021-01","HAWTHORN",11
"11568","2021-01","HAWTHORN EAST",9
"11569","2021-01","HEALESVILLE",11
"11570","2021-01","HEATHERTON",5
"11571","2021-01","HEATHMONT",5
"11572","2021-01","HEIDELBERG",6
"11573","2021-01","HEIDELBERG HEIGHTS",7
"11574","2021-01","HEIDELBERG WEST",10
"11575","2021-01","HIGHETT",6
"11576","2021-01","HILLSIDE",10
"11577","2021-01","HOPPERS CROSSING",30
"11578","2021-01","HUGHESDALE",6
"11579","2021-01","HUNTINGDALE",1
"11580","2021-01","HURSTBRIDGE",2
"11581","2021-01","IVANHOE",4
"11582","2021-01","JACANA",4
"11583","2021-01","JUNCTION VILLAGE",1
"11584","2021-01","KALKALLO",11
"11585","2021-01","KALLISTA",1
"11586","2021-01","KALORAMA",2
"11587","2021-01","KEALBA",2
"11588","2021-01","KEILOR",2
"11589","2021-01","KEILOR DOWNS",5
"11590","2021-01","KEILOR EAST",10
"11591","2021-01","KEILOR PARK",2
"11592","2021-01","KENSINGTON",10
"11593","2021-01","KEW",7
"11594","2021-01","KEW EAST",1
"11595","2021-01","KEYSBOROUGH",24
"11596","2021-01","KILSYTH",19
"11597","2021-01","KILSYTH SOUTH",1
"11598","2021-01","KINGS PARK",8
"11599","2021-01","KINGSBURY",2
"11600","2021-01","KINGSVILLE",2
"11601","2021-01","KNOXFIELD",7
"11602","2021-01","KOO WEE RUP",6
"11603","2021-01","KURUNJANG",16
"11604","2021-01","LALOR",3
"11605","2021-01","LANG LANG",4
"11606","2021-01","LANGWARRIN",34
"11607","2021-01","LAVERTON",6
"11608","2021-01","LILYDALE",16
"11609","2021-01","LOWER PLENTY",5
"11610","2021-01","LYNBROOK",5
"11611","2021-01","LYNDHURST",7
"11612","2021-01","LYSTERFIELD",6
"11613","2021-01","LYSTERFIELD SOUTH",1
"11614","2021-01","MACLEOD",8
"11615","2021-01","MAIDSTONE",10
"11616","2021-01","MALVERN",4
"11617","2021-01","MALVERN EAST",5
