,year,SUBURB,suburb,n,price_mean
500,2019,BELGRAVE HEIGHTS,Belgrave Heights,13,691206.1538
501,2019,BELGRAVE SOUTH,Belgrave South,14,856071.4286
502,2019,BELLFIELD,Bellfield,26,754144.2308
503,2019,BEND OF ISLANDS,Bend Of Islands,3,878666.6667
504,2019,BENTLEIGH,Bentleigh,293,1122485.089
505,2019,BENTLEIGH EAST,Bentleigh East,392,1088601.452
506,2019,BERWICK,Berwick,674,695792.9926
507,2019,BIG PATS CREEK,Big Pats Creek,2,666500
508,2019,BITTERN,Bittern,67,666903.7313
509,2019,BLACK ROCK,Black Rock,96,1500871.875
510,2019,BLACKBURN,Blackburn,211,1089569.559
511,2019,BLACKBURN NORTH,Blackburn North,105,992674.0476
512,2019,BLACKBURN SOUTH,Blackburn South,120,1053946.142
513,2019,BLAIRGOWRIE,Blairgowrie,111,1079702.748
514,2019,BLIND BIGHT,Blind Bight,13,547923.0769
515,2019,BONBEACH,Bonbeach,143,707642.6154
516,2019,BORONIA,Boronia,368,630318.519
517,2019,BOTANIC RIDGE,Botanic Ridge,94,692477.5319
518,2019,BOX HILL,Box Hill,186,822880.9409
519,2019,BOX HILL NORTH,Box Hill North,161,1104637.814
520,2019,BOX HILL SOUTH,Box Hill South,131,1068496.687
521,2019,BRAYBROOK,Braybrook,90,620305.5556
522,2019,BRIAR HILL,Briar Hill,54,774724.1296
523,2019,BRIGHTON,Brighton,325,2149971.96
524,2019,BRIGHTON EAST,Brighton East,207,1629600.425
525,2019,BROADMEADOWS,Broadmeadows,128,473270.8047
526,2019,BROOKFIELD,Brookfield,143,462128.6713
527,2019,BROOKLYN,Brooklyn,57,615856.1404
528,2019,BRUNSWICK,Brunswick,379,851968.2058
529,2019,BRUNSWICK EAST,Brunswick East,203,726078.8177
530,2019,BRUNSWICK WEST,Brunswick West,190,755497.8947
531,2019,BULLA,Bulla,3,803333.3333
532,2019,BULLEEN,Bulleen,161,1116941.106
533,2019,BUNDOORA,Bundoora,298,672623.745
534,2019,BUNYIP,Bunyip,29,563917.2414
535,2019,BURNLEY,Burnley,1,1257000
536,2019,BURNSIDE,Burnside,39,631294.8718
537,2019,BURNSIDE HEIGHTS,Burnside Heights,41,634853.6585
538,2019,BURWOOD,Burwood,191,1006257.33
539,2019,BURWOOD EAST,Burwood East,106,977139.5943
540,2019,CAIRNLEA,Cairnlea,62,756430.0645
541,2019,CALDERMEADE,Caldermeade,1,5.00E+05
542,2019,CAMBERWELL,Camberwell,263,1631807.932
543,2019,CAMPBELLFIELD,Campbellfield,33,509090.9091
544,2019,CANNONS CREEK,Cannons Creek,8,571500
545,2019,CANTERBURY,Canterbury,88,2399596.591
546,2019,CAPE SCHANCK,Cape Schanck,13,939807.6923
547,2019,CAPEL SOUND,Capel Sound,97,522525.7732
548,2019,CARDINIA,Cardinia,1,770000
549,2019,CARLTON,Carlton,178,588966.8539
550,2019,CARLTON NORTH,Carlton North,88,1506573.852
551,2019,CARNEGIE,Carnegie,251,859063.0518
552,2019,CAROLINE SPRINGS,Caroline Springs,269,630170.4796
553,2019,CARRUM,Carrum,84,742005.9524
554,2019,CARRUM DOWNS,Carrum Downs,379,514782.1451
555,2019,CATANI,Catani,1,498500
556,2019,CAULFIELD,Caulfield,80,1131189.375
557,2019,CAULFIELD EAST,Caulfield East,26,668315.3846
558,2019,CAULFIELD NORTH,Caulfield North,169,1272056.083
559,2019,CAULFIELD SOUTH,Caulfield South,138,1234303.087
560,2019,CHADSTONE,Chadstone,125,921830.256
561,2019,CHELSEA,Chelsea,171,768626.3509
562,2019,CHELSEA HEIGHTS,Chelsea Heights,60,716990.8167
563,2019,CHELTENHAM,Cheltenham,361,854992.0139
564,2019,CHIRNSIDE PARK,Chirnside Park,154,737550.2078
565,2019,CHRISTMAS HILLS,Christmas Hills,2,932842.5
566,2019,CHUM CREEK,Chum Creek,7,632285.7143
567,2019,CLARINDA,Clarinda,60,800905.6333
568,2019,CLAYTON,Clayton,184,871117.4239
569,2019,CLAYTON SOUTH,Clayton South,142,710186.6197
570,2019,CLEMATIS,Clematis,6,655833.3333
571,2019,CLIFTON HILL,Clifton Hill,73,1127865.753
572,2019,CLYDE,Clyde,114,556268.4825
573,2019,CLYDE NORTH,Clyde North,420,593731.0429
574,2019,COBBLEBANK,Cobblebank,26,461104.0769
575,2019,COBURG,Coburg,307,802674.7818
576,2019,COBURG NORTH,Coburg North,105,764387.5143
577,2019,COCKATOO,Cockatoo,72,625080.5556
578,2019,COLDSTREAM,Coldstream,20,668897.5
579,2019,COLLINGWOOD,Collingwood,150,771406.3333
580,2019,COOLAROO,Coolaroo,22,450704.5455
581,2019,CORA LYNN,Cora Lynn,1,870000
582,2019,COTTLES BRIDGE,Cottles Bridge,2,946000
583,2019,CRAIGIEBURN,Craigieburn,823,520914.8651
584,2019,CRANBOURNE,Cranbourne,303,496464.2145
585,2019,CRANBOURNE EAST,Cranbourne East,267,564419.4307
586,2019,CRANBOURNE NORTH,Cranbourne North,338,567563.4556
587,2019,CRANBOURNE SOUTH,Cranbourne South,7,850842.8571
588,2019,CRANBOURNE WEST,Cranbourne West,296,516073.598
589,2019,CREMORNE,Cremorne,5,1112000
590,2019,CRIB POINT,Crib Point,71,503295.7746
591,2019,CROYDON,Croydon,502,671415.9861
592,2019,CROYDON HILLS,Croydon Hills,58,840350.9138
593,2019,CROYDON NORTH,Croydon North,122,767004.5246
594,2019,CROYDON SOUTH,Croydon South,74,713299.8108
595,2019,DALLAS,Dallas,58,451194.5862
596,2019,DALMORE,Dalmore,1,650000
597,2019,DANDENONG,Dandenong,323,464660.6006
598,2019,DANDENONG NORTH,Dandenong North,227,584743.4978
599,2019,DEEPDENE,Deepdene,17,3077341.176
600,2019,DEER PARK,Deer Park,212,548983.5991
601,2019,DELAHEY,Delahey,79,514858.2278
602,2019,DERRIMUT,Derrimut,88,652411.5909
603,2019,DEVON MEADOWS,Devon Meadows,10,1004700
604,2019,DIAMOND CREEK,Diamond Creek,184,774948.1413
605,2019,DIGGERS REST,Diggers Rest,55,536913.6182
606,2019,DINGLEY VILLAGE,Dingley Village,108,792693.6852
607,2019,DIXONS CREEK,Dixons Creek,3,1233333.333
608,2019,DOCKLANDS,Docklands,312,749982.5417
609,2019,DON VALLEY,Don Valley,6,735000
610,2019,DONCASTER,Doncaster,408,962223.8088
611,2019,DONCASTER EAST,Doncaster East,358,1053356.307
612,2019,DONNYBROOK,Donnybrook,9,533133.2222
613,2019,DONVALE,Donvale,182,1160399.989
614,2019,DOREEN,Doreen,489,615224.7035
615,2019,DOVETON,Doveton,142,451992.993
616,2019,DROMANA,Dromana,146,741612.5
617,2019,EAGLEMONT,Eaglemont,57,1667847.368
618,2019,EAST MELBOURNE,East Melbourne,72,1233048.611
619,2019,EAST WARBURTON,East Warburton,23,509691.3043
620,2019,EDEN PARK,Eden Park,9,981111.1111
621,2019,EDITHVALE,Edithvale,122,870295.1639
622,2019,ELSTERNWICK,Elsternwick,139,1321127.252
623,2019,ELTHAM,Eltham,267,902189.9588
624,2019,ELTHAM NORTH,Eltham North,75,988818.84
625,2019,ELWOOD,Elwood,282,1061222.443
626,2019,EMERALD,Emerald,83,691664.4578
627,2019,ENDEAVOUR HILLS,Endeavour Hills,259,617662.9575
628,2019,EPPING,Epping,347,539498.9452
629,2019,ESSENDON,Essendon,294,989614.9626
630,2019,ESSENDON NORTH,Essendon North,43,751046.6977
631,2019,ESSENDON WEST,Essendon West,17,1110117.647
632,2019,EUMEMMERRING,Eumemmerring,24,477868.75
633,2019,EYNESBURY,Eynesbury,54,572492.5926
634,2019,FAIRFIELD,Fairfield,84,965828.631
635,2019,FAWKNER,Fawkner,163,613594.5215
636,2019,FERNTREE GULLY,Ferntree Gully,362,662336.0304
637,2019,FERNY CREEK,Ferny Creek,28,830946.4286
638,2019,FINGAL,Fingal,14,1049857.143
639,2019,FITZROY,Fitzroy,159,1150978.931
640,2019,FITZROY NORTH,Fitzroy North,147,1156787.279
641,2019,FLEMINGTON,Flemington,106,825533.0189
642,2019,FLINDERS,Flinders,27,1975538.63
643,2019,FOOTSCRAY,Footscray,264,605992.0455
644,2019,FOREST HILL,Forest Hill,137,880658.9562
645,2019,FRANKSTON,Frankston,729,531182.07
646,2019,FRANKSTON NORTH,Frankston North,91,422177.6923
647,2019,FRANKSTON SOUTH,Frankston South,314,871074.0255
648,2019,FRASER RISE,Fraser Rise,99,598520.202
649,2019,GARDENVALE,Gardenvale,16,1028781.25
650,2019,GARFIELD,Garfield,27,571518.5185
651,2019,GEMBROOK,Gembrook,40,675965
652,2019,GLADSTONE PARK,Gladstone Park,86,615058.1395
653,2019,GLADYSDALE,Gladysdale,1,875000
654,2019,GLEN HUNTLY,Glen Huntly,76,654481.5789
655,2019,GLEN IRIS,Glen Iris,329,1408256.347
656,2019,GLEN WAVERLEY,Glen Waverley,470,1293514.366
657,2019,GLENROY,Glenroy,378,621262.7725
658,2019,GOWANBRAE,Gowanbrae,23,745956.5217
659,2019,GREENSBOROUGH,Greensborough,345,776379.2667
660,2019,GREENVALE,Greenvale,188,753900.6702
661,2019,GRUYERE,Gruyere,7,1538000
662,2019,GUYS HILL,Guys Hill,3,2810000
663,2019,HADFIELD,Hadfield,104,664030.9615
664,2019,HALLAM,Hallam,126,527828.5714
665,2019,HAMPTON,Hampton,204,1478752.353
666,2019,HAMPTON EAST,Hampton East,75,982714.6667
667,2019,HAMPTON PARK,Hampton Park,272,491121.0956
668,2019,HARKAWAY,Harkaway,6,2227000
669,2019,HARKNESS,Harkness,206,469677.1845
670,2019,HASTINGS,Hastings,193,491280.5078
671,2019,HAWTHORN,Hawthorn,339,1207110.319
672,2019,HAWTHORN EAST,Hawthorn East,195,1419157.108
673,2019,HEALESVILLE,Healesville,139,623111.5108
674,2019,HEATHERTON,Heatherton,34,839022.0588
675,2019,HEATHMONT,Heathmont,133,838547.2782
676,2019,HEIDELBERG,Heidelberg,98,892244.2143
677,2019,HEIDELBERG HEIGHTS,Heidelberg Heights,108,720451.6574
678,2019,HEIDELBERG WEST,Heidelberg West,78,629532.7564
679,2019,HIGHETT,Highett,215,951425.4698
680,2019,HILLSIDE,Hillside,175,652899.4286
681,2019,HODDLES CREEK,Hoddles Creek,4,835250
682,2019,HOPPERS CROSSING,Hoppers Crossing,439,548803.1822
683,2019,HUGHESDALE,Hughesdale,96,960876.9688
684,2019,HUMEVALE,Humevale,1,927500
685,2019,HUNTINGDALE,Huntingdale,22,824636.3636
686,2019,HURSTBRIDGE,Hurstbridge,50,797215
687,2019,IONA,Iona,1,793000
688,2019,IVANHOE,Ivanhoe,173,1123293.497
689,2019,IVANHOE EAST,Ivanhoe East,42,1451092.571
690,2019,JACANA,Jacana,40,506155
691,2019,JUNCTION VILLAGE,Junction Village,12,535247.5
692,2019,KALKALLO,Kalkallo,74,536214.8649
693,2019,KALLISTA,Kallista,18,877416.6667
694,2019,KALORAMA,Kalorama,25,650980
695,2019,KANGAROO GROUND,Kangaroo Ground,10,1391615
696,2019,KEALBA,Kealba,18,584694.4444
697,2019,KEILOR,Keilor,61,875926.2295
698,2019,KEILOR DOWNS,Keilor Downs,71,625625.1831
699,2019,KEILOR EAST,Keilor East,192,816990.1042
700,2019,KEILOR LODGE,Keilor Lodge,2,796000
701,2019,KEILOR NORTH,Keilor North,1,1780000
702,2019,KEILOR PARK,Keilor Park,20,694125
703,2019,KENSINGTON,Kensington,196,825836.9898
704,2019,KEW,Kew,302,1808663.407
705,2019,KEW EAST,Kew East,71,1533432.394
706,2019,KEYSBOROUGH,Keysborough,308,756446.237
707,2019,KILSYTH,Kilsyth,211,632874.1469
708,2019,KILSYTH SOUTH,Kilsyth South,22,865975
709,2019,KINGS PARK,Kings Park,61,500795.082
710,2019,KINGSBURY,Kingsbury,34,642147.0588
711,2019,KINGSVILLE,Kingsville,83,734085.0602
712,2019,KNOXFIELD,Knoxfield,101,741414
713,2019,KOO WEE RUP,Koo Wee Rup,52,531536.5385
714,2019,KOOYONG,Kooyong,6,2200833.333
715,2019,KURUNJANG,Kurunjang,157,457294.3949
716,2019,LALOR,Lalor,220,588317.2773
717,2019,LANG LANG,Lang Lang,35,478642.8571
718,2019,LANG LANG EAST,Lang Lang East,1,910000
719,2019,LANGWARRIN,Langwarrin,367,619821.8965
720,2019,LANGWARRIN SOUTH,Langwarrin South,7,1298214.286
721,2019,LAUNCHING PLACE,Launching Place,38,642927.6842
722,2019,LAVERTON,Laverton,95,519944.9474
723,2019,LILYDALE,Lilydale,270,665121.4296
724,2019,LITTLE RIVER,Little River,7,1607142.857
725,2019,LOWER PLENTY,Lower Plenty,63,935607.9206
726,2019,LYNBROOK,Lynbrook,62,618517.4355
727,2019,LYNDHURST,Lyndhurst,102,673349.8824
728,2019,LYSTERFIELD,Lysterfield,60,1091955
729,2019,LYSTERFIELD SOUTH,Lysterfield South,6,1045833.333
730,2019,MACCLESFIELD,Macclesfield,5,1145400
731,2019,MACLEOD,Macleod,130,883439.8385
732,2019,MAIDSTONE,Maidstone,151,640026.4901
733,2019,MAIN RIDGE,Main Ridge,4,2226250
734,2019,MALVERN,Malvern,121,1754604.124
735,2019,MALVERN EAST,Malvern East,255,1480992.298
736,2019,MAMBOURIN,Mambourin,1,537570
737,2019,MANOR LAKES,Manor Lakes,135,539937.6741
738,2019,MARIBYRNONG,Maribyrnong,183,743382.377
739,2019,MARYKNOLL,Maryknoll,3,871666.6667
740,2019,MCCRAE,Mccrae,73,796416.4384
741,2019,MCKINNON,Mckinnon,70,1263883.214
742,2019,MCMAHONS CREEK,Mcmahons Creek,6,373000
743,2019,MEADOW HEIGHTS,Meadow Heights,132,466158.1439
744,2019,MELBOURNE,Melbourne,732,531936.168
745,2019,MELTON,Melton,177,380466.0452
746,2019,MELTON SOUTH,Melton South,249,398547.4618
747,2019,MELTON WEST,Melton West,166,438821.8253
748,2019,MENTONE,Mentone,205,817191.1561
749,2019,MENZIES CREEK,Menzies Creek,10,907670
750,2019,MERNDA,Mernda,339,576180.944
751,2019,MERRICKS,Merricks,3,5083333.333
752,2019,MERRICKS BEACH,Merricks Beach,2,2525000
753,2019,MERRICKS NORTH,Merricks North,5,2554044.4
754,2019,MICKLEHAM,Mickleham,237,558292.2785
755,2019,MIDDLE PARK,Middle Park,48,2008166.667
756,2019,MILL PARK,Mill Park,279,641992.0108
757,2019,MILLGROVE,Millgrove,37,419521.4865
758,2019,MITCHAM,Mitcham,240,844871.7917
759,2019,MONBULK,Monbulk,36,704166.6667
760,2019,MONOMEITH,Monomeith,1,1025000
761,2019,MONT ALBERT,Mont Albert,58,1221163.793
762,2019,MONT ALBERT NORTH,Mont Albert North,88,1248164.17
763,2019,MONTMORENCY,Montmorency,147,845412.9252
764,2019,MONTROSE,Montrose,82,751342.3659
765,2019,MOONEE PONDS,Moonee Ponds,184,1025086.951
766,2019,MOORABBIN,Moorabbin,102,930338.5098
767,2019,MOOROODUC,Moorooduc,2,943250
768,2019,MOOROOLBARK,Mooroolbark,342,666823.8304
769,2019,MORDIALLOC,Mordialloc,148,829111.75
770,2019,MORNINGTON,Mornington,514,856787.8949
771,2019,MOUNT DANDENONG,Mount Dandenong,22,807772.7273
772,2019,MOUNT ELIZA,Mount Eliza,310,1314986.613
773,2019,MOUNT EVELYN,Mount Evelyn,122,668071.7377
774,2019,MOUNT MARTHA,Mount Martha,355,1101229.577
775,2019,MOUNT TOOLEBEWONG,Mount Toolebewong,1,605000
776,2019,MOUNT WAVERLEY,Mount Waverley,509,1215285.285
777,2019,MULGRAVE,Mulgrave,215,836986.7535
778,2019,MURRUMBEENA,Murrumbeena,135,842541.4741
779,2019,NAR NAR GOON,Nar Nar Goon,4,721450
780,2019,NAR NAR GOON NORTH,Nar Nar Goon North,4,906500
781,2019,NARRE WARREN,Narre Warren,335,575152.8119
782,2019,NARRE WARREN EAST,Narre Warren East,3,1723333.333
783,2019,NARRE WARREN NORTH,Narre Warren North,54,1210490.741
784,2019,NARRE WARREN SOUTH,Narre Warren South,338,655604.7367
785,2019,NEWPORT,Newport,232,1019723.405
786,2019,NIDDRIE,Niddrie,89,910167.4157
787,2019,NOBLE PARK,Noble Park,387,543994.2661
788,2019,NOBLE PARK NORTH,Noble Park North,53,622232.0755
789,2019,NORTH MELBOURNE,North Melbourne,193,690424.7772
790,2019,NORTH WARRANDYTE,North Warrandyte,39,1102258.974
791,2019,NORTHCOTE,Northcote,379,1104547.23
792,2019,NOTTING HILL,Notting Hill,45,591495.5556
793,2019,NUNAWADING,Nunawading,152,886956.9539
794,2019,OAK PARK,Oak Park,103,763408.7379
795,2019,OAKLANDS JUNCTION,Oaklands Junction,2,956500
796,2019,OAKLEIGH,Oakleigh,79,905035.443
797,2019,OAKLEIGH EAST,Oakleigh East,77,883748.3896
798,2019,OAKLEIGH SOUTH,Oakleigh South,111,879208.3784
799,2019,OFFICER,Officer,247,570090.1943
800,2019,OFFICER SOUTH,Officer South,2,665000
801,2019,OLINDA,Olinda,25,856740
802,2019,ORMOND,Ormond,100,996257.17
803,2019,PAKENHAM,Pakenham,959,491972.9729
804,2019,PAKENHAM SOUTH,Pakenham South,2,887500
805,2019,PAKENHAM UPPER,Pakenham Upper,4,1063750
806,2019,PANTON HILL,Panton Hill,6,999416.6667
807,2019,PARK ORCHARDS,Park Orchards,35,1649794.286
808,2019,PARKDALE,Parkdale,185,1031739.524
809,2019,PARKVILLE,Parkville,51,828397.0588
810,2019,PASCOE VALE,Pascoe Vale,312,731402.859
811,2019,PASCOE VALE SOUTH,Pascoe Vale South,117,918468.735
812,2019,PATTERSON LAKES,Patterson Lakes,146,904230.4178
813,2019,PEARCEDALE,Pearcedale,46,718626.087
814,2019,PLENTY,Plenty,16,1525453.125
815,2019,PLUMPTON,Plumpton,11,442834.3636
816,2019,POINT COOK,Point Cook,719,641206.0403
817,2019,PORT MELBOURNE,Port Melbourne,314,1162821.045
818,2019,PORTSEA,Portsea,33,2367500
819,2019,POWELLTOWN,Powelltown,4,419400
820,2019,PRAHRAN,Prahran,310,947270.571
821,2019,PRESTON,Preston,445,779130.591
822,2019,PRINCES HILL,Princes Hill,1,1085000
823,2019,RED HILL,Red Hill,21,1527904.762
824,2019,RED HILL SOUTH,Red Hill South,2,1712500
825,2019,REEFTON,Reefton,1,370000
826,2019,RESEARCH,Research,38,1051886.842
827,2019,RESERVOIR,Reservoir,640,671456.9438
828,2019,RICHMOND,Richmond,488,954446.1045
829,2019,RINGWOOD,Ringwood,308,734382.3312
830,2019,RINGWOOD EAST,Ringwood East,171,727155.8538
831,2019,RINGWOOD NORTH,Ringwood North,108,879165.7407
832,2019,RIPPONLEA,Ripponlea,13,628923.0769
833,2019,ROCKBANK,Rockbank,23,487045.3043
834,2019,ROSANNA,Rosanna,118,896356.7797
835,2019,ROSEBUD,Rosebud,371,603768.2695
836,2019,ROWVILLE,Rowville,334,807542.1796
837,2019,ROXBURGH PARK,Roxburgh Park,233,538267.4807
838,2019,RYE,Rye,322,790280.4348
839,2019,SAFETY BEACH,Safety Beach,148,829920.7365
840,2019,SANDHURST,Sandhurst,93,815936.0215
841,2019,SANDRINGHAM,Sandringham,166,1200721.054
842,2019,SASSAFRAS,Sassafras,12,841541.6667
843,2019,SCORESBY,Scoresby,69,776831.8841
844,2019,SEABROOK,Seabrook,57,598203.2632
845,2019,SEAFORD,Seaford,332,617904.8102
846,2019,SEAHOLME,Seaholme,25,1121274.16
847,2019,SEDDON,Seddon,95,971278.9474
848,2019,SELBY,Selby,21,679020.0952
849,2019,SEVILLE,Seville,26,674982.4615
850,2019,SEVILLE EAST,Seville East,16,614476.1875
851,2019,SHERBROOKE,Sherbrooke,3,1187666.667
852,2019,SHOREHAM,Shoreham,7,2495000
853,2019,SILVAN,Silvan,17,907699.2941
854,2019,SKYE,Skye,144,611315.2639
855,2019,SMITHS GULLY,Smiths Gully,3,1086166.667
856,2019,SOMERS,Somers,50,1108742.04
857,2019,SOMERVILLE,Somerville,163,627339.5521
858,2019,SORRENTO,Sorrento,88,1811437.5
859,2019,SOUTH KINGSVILLE,South Kingsville,42,719541.6667
860,2019,SOUTH MELBOURNE,South Melbourne,205,950699.1805
861,2019,SOUTH MORANG,South Morang,269,625649.0706
862,2019,SOUTH YARRA,South Yarra,425,956565.5553
863,2019,SOUTHBANK,Southbank,390,650290.0667
864,2019,SPOTSWOOD,Spotswood,45,895281.1111
865,2019,SPRINGVALE,Springvale,150,671580.2
866,2019,SPRINGVALE SOUTH,Springvale South,81,609783.1852
867,2019,ST ALBANS,St Albans,329,552842.6657
868,2019,ST ANDREWS,St Andrews,14,935964.2857
869,2019,ST ANDREWS BEACH,St Andrews Beach,26,989730.7692
870,2019,ST HELENA,St Helena,37,914825.6757
871,2019,ST KILDA,St Kilda,416,692023.1226
872,2019,ST KILDA EAST,St Kilda East,274,839505.1971
873,2019,ST KILDA WEST,St Kilda West,55,1134400
874,2019,STEELS CREEK,Steels Creek,2,1480000
875,2019,STRATHEWEN,Strathewen,3,1440000
876,2019,STRATHMORE,Strathmore,127,1185243.307
877,2019,STRATHMORE HEIGHTS,Strathmore Heights,13,814692.3077
878,2019,STRATHTULLOH,Strathtulloh,3,450166.6667
879,2019,SUNBURY,Sunbury,598,568296.7391
880,2019,SUNSHINE,Sunshine,132,660576.5152
881,2019,SUNSHINE NORTH,Sunshine North,112,653658.9286
882,2019,SUNSHINE WEST,Sunshine West,184,603748.3043
883,2019,SURREY HILLS,Surrey Hills,165,1482891.436
884,2019,SYDENHAM,Sydenham,113,538987.6106
885,2019,TARNEIT,Tarneit,644,546750.8898
886,2019,TARRAWARRA,Tarrawarra,1,2375000
887,2019,TAYLORS HILL,Taylors Hill,126,709259.5238
888,2019,TAYLORS LAKES,Taylors Lakes,97,778919.0722
889,2019,TECOMA,Tecoma,29,653293.1034
890,2019,TEMPLESTOWE,Templestowe,216,1273749.866
891,2019,TEMPLESTOWE LOWER,Templestowe Lower,165,1049741.018
892,2019,THE BASIN,The Basin,41,688568.2927
893,2019,THE PATCH,The Patch,13,902653.8462
894,2019,THOMASTOWN,Thomastown,194,554360.567
895,2019,THORNBURY,Thornbury,270,946088.9074
896,2019,THORNHILL PARK,Thornhill Park,29,507482.7586
897,2019,THREE BRIDGES,Three Bridges,3,690855
898,2019,TOOLERN VALE,Toolern Vale,3,735666.6667
899,2019,TOORADIN,Tooradin,11,820136.3636
900,2019,TOORAK,Toorak,216,2368703.167
901,2019,TOOTGAROOK,Tootgarook,84,665202.381
902,2019,TRAVANCORE,Travancore,55,560310
903,2019,TREMONT,Tremont,2,837500
904,2019,TRUGANINA,Truganina,345,559546.2493
905,2019,TUERONG,Tuerong,1,1620000
906,2019,TULLAMARINE,Tullamarine,94,557239.3617
907,2019,TYABB,Tyabb,46,637239.7174
908,2019,TYNONG,Tynong,4,758750
909,2019,TYNONG NORTH,Tynong North,1,735000
910,2019,UPPER FERNTREE GULLY,Upper Ferntree Gully,50,655230.4
911,2019,UPWEY,Upwey,101,751480.198
912,2019,VERMONT,Vermont,132,941320.6818
913,2019,VERMONT SOUTH,Vermont South,98,1137496.694
914,2019,VIEWBANK,Viewbank,81,886173.1235
915,2019,WANDIN EAST,Wandin East,1,1175000
916,2019,WANDIN NORTH,Wandin North,36,681719.0833
917,2019,WANTIRNA,Wantirna,151,866574.755
918,2019,WANTIRNA SOUTH,Wantirna South,218,884786.445
919,2019,WARBURTON,Warburton,36,524805.5556
920,2019,WARNEET,Warneet,9,551055.5556
921,2019,WARRANDYTE,Warrandyte,62,1358812.097
922,2019,WARRANDYTE SOUTH,Warrandyte South,5,1760000
923,2019,WARRANWOOD,Warranwood,46,957635.4348
924,2019,WATERWAYS,Waterways,14,1209563.429
925,2019,WATSONIA,Watsonia,67,712307.1791
926,2019,WATSONIA NORTH,Watsonia North,39,737669.2308
927,2019,WATTLE GLEN,Wattle Glen,22,837863.6364
928,2019,WEIR VIEWS,Weir Views,23,426421.7391
929,2019,WERRIBEE,Werribee,629,511363.1208
930,2019,WERRIBEE SOUTH,Werribee South,15,650518.4667
931,2019,WESBURN,Wesburn,12,750625
932,2019,WEST FOOTSCRAY,West Footscray,163,693413.4908
933,2019,WEST MELBOURNE,West Melbourne,97,777521.6392
934,2019,WESTMEADOWS,Westmeadows,89,570028.0899
935,2019,WHEELERS HILL,Wheelers Hill,171,1145151.152
936,2019,WHITTLESEA,Whittlesea,94,617389.3617
937,2019,WILLIAMS LANDING,Williams Landing,95,689276.8421
938,2019,WILLIAMSTOWN,Williamstown,217,1247306.452
939,2019,WILLIAMSTOWN NORTH,Williamstown North,7,896285.7143
940,2019,WINDSOR,Windsor,59,826762.2881
941,2019,WOLLERT,Wollert,324,559130.0679
942,2019,WONGA PARK,Wonga Park,36,1356538.556
943,2019,WOORI YALLOCK,Woori Yallock,36,556808.3333
944,2019,WYNDHAM VALE,Wyndham Vale,282,475086.5957
945,2019,YALLAMBIE,Yallambie,41,819268.2927
946,2019,YAN YEAN,Yan Yean,3,955666.6667
947,2019,YANNATHAN,Yannathan,1,870000
948,2019,YARRA GLEN,Yarra Glen,33,692228.6364
949,2019,YARRA JUNCTION,Yarra Junction,44,562958.6364
950,2019,YARRAMBAT,Yarrambat,8,1278125
951,2019,YARRAVILLE,Yarraville,248,942551.2984
952,2019,YELLINGBO,Yellingbo,4,1031250
953,2019,YERING,Yering,1,1700000
954,2020,ABBOTSFORD,Abbotsford,134,841728.0299
955,2020,ABERFELDIE,Aberfeldie,29,1443206.897
956,2020,AINTREE,Aintree,78,705557.7564
957,2020,AIRPORT WEST,Airport West,130,772938.4615
958,2020,ALBANVALE,Albanvale,43,542843.6279
959,2020,ALBERT PARK,Albert Park,51,2088411.765
960,2020,ALBION,Albion,60,521050
961,2020,ALPHINGTON,Alphington,43,1247441.86
962,2020,ALTONA,Altona,174,863957.4023
963,2020,ALTONA MEADOWS,Altona Meadows,153,615151.7516
964,2020,ALTONA NORTH,Altona North,174,776166.6667
965,2020,ARDEER,Ardeer,42,585320.2619
966,2020,ARMADALE,Armadale,93,1125053.753
967,2020,ARTHURS CREEK,Arthurs Creek,3,1165000
968,2020,ARTHURS SEAT,Arthurs Seat,9,1357888.889
969,2020,ASCOT VALE,Ascot Vale,179,1093813.503
970,2020,ASHBURTON,Ashburton,67,1574334.149
971,2020,ASHWOOD,Ashwood,56,1127850
972,2020,ASPENDALE,Aspendale,88,1175541.909
973,2020,ASPENDALE GARDENS,Aspendale Gardens,38,929644.7368
974,2020,ATTWOOD,Attwood,25,820360
975,2020,AVONDALE HEIGHTS,Avondale Heights,103,863777.5534
976,2020,AVONSLEIGH,Avonsleigh,10,788050
977,2020,BADGER CREEK,Badger Creek,10,601250
978,2020,BALACLAVA,Balaclava,55,862008.1818
979,2020,BALNARRING,Balnarring,22,957363.6364
980,2020,BALNARRING BEACH,Balnarring Beach,13,1356846.154
981,2020,BALWYN,Balwyn,103,1772013.466
982,2020,BALWYN NORTH,Balwyn North,152,1787673.908
983,2020,BAXTER,Baxter,32,563784.375
984,2020,BAYSWATER,Bayswater,185,663948.7351
985,2020,BAYSWATER NORTH,Bayswater North,137,649198.5401
986,2020,BEACONSFIELD,Beaconsfield,91,790883.5714
987,2020,BEACONSFIELD UPPER,Beaconsfield Upper,23,1121065.217
988,2020,BEAUMARIS,Beaumaris,132,1580736.364
989,2020,BELGRAVE,Belgrave,51,693946.0784
990,2020,BELGRAVE HEIGHTS,Belgrave Heights,17,847117.6471
991,2020,BELGRAVE SOUTH,Belgrave South,12,1010833.333
992,2020,BELLFIELD,Bellfield,24,810458.2917
993,2020,BEND OF ISLANDS,Bend Of Islands,3,533333.3333
994,2020,BENTLEIGH,Bentleigh,186,1061028.763
